UIC_Query,URL,Заглавие (Статус),Състояние към дата,ЕИК/ПИК,Фирмено дело,Фирма/Наименование,Правна форма,Държава,Област и Община,Населено място,Адрес,Предмет на дейност,Физическо лице,Other_Data
207214917,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=207214917,"""БУРХАУС"" ЕООД",21.08.2026г.,207214917,,БУРХАУС,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Варна, Община: Варна","гр. Варна, п.к. 9006","р-н Приморски, ж.к. Евксиноград, бул./ул. 8-ма № 100А","Покупка, строеж, наемане или обзавеждане на недвижими имоти с цел продажба или отдаване под наем, покупка на стоки или други вещи с цел препродажба в първоначален, преработен или обработен вид; продажба на стоки от собствено производство; търговско представителство и посредничество; комисионни, спедиционни и превозни сделки; складови сделки; сделки с интелектуална собственост; хотелиерски, туристически, рекламни, информационни, програмни, импресарски услуги; стоков контрол; както и извършването на всякакви други сделки или дейности, незабранени от закона",,"{""4. Изписване на чужд език"": ""BURKHAUS LTD"", ""7. Управители"": ""СЕРГЕЙ ГРИГОРИЕВИЧ КРЕЙС, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""СЕРГЕЙ ГРИГОРИЕВИЧ КРЕЙС, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""10.23 €"", ""32. Внесен капитал"": ""10.23 €""}"
201880025,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=201880025,"""РАДОСТ ТРЕЙД"" ЕООД",21.08.2026г.,201880025,,РАДОСТ ТРЕЙД,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Търговище, Община: Търговище","гр. Търговище, п.к. 7700","бул./ул. ул. ТРАПЕЗИЦА № 23, вх. Б, ет. 3, ап. 27","ПОКУПКА НА СТОКИ ИЛИ ДРУГИ ВЕЩИ С ЦЕЛ ПРЕПРОДАЖБА В ПЪРВОНАЧАЛЕН, ПРЕРАБОТЕН ИЛИ ОБРАБОТЕН ВИД; ТЪРГОВИЯ НА ЕДРО И ДРЕБНО; ТЪРГОВИЯ С МЛЯКО И МЛЕЧНИ ХРАНИ И ПРОДУКТИ; ДИСТРИБУЦИЯ; ПРОДАЖБА НА СТОКИ ОТ СОБСТВЕНО ПРОИЗВОДСТВО; ПРОИЗВОДСТВО И РЕАЛИЗАЦИЯ НА МЛЕЧНИ ПРОДУКТИ; ПРОИЗВОДСТВО, ПРЕРАБОТКА И РЕАЛИЗАЦИЯ НА ПРОМИШЛЕНИ СТОКИ, ХРАНИТЕЛНИ СТОКИ И СЕЛСКОСТОПАНСКА ПРОДУКЦИЯ; ВЪТРЕШНО И ВЪНШНОТЪРГОВСКА ДЕЙНОСТ; ТЪРГОВСКО ПОСРЕДНИЧЕСТВО И ПРЕДСТАВИТЕЛСТВО В СТРАНАТА И ЧУЖБИНА; БАРТЕРНИ СДЕЛКИ; СКЛАДОВА, ЛИЦЕНЗИОННА, ЛИЗИНГОВА, ХОТЕЛИЕРСКА, РЕСТОРАНТЬОРСКА, ТУРИСТИЧЕСКА, РЕКЛАМНА, ИНФОРМАЦИОННА, ПРОГРАМНА, ИМПРЕСАРСКА ДЕЙНОСТ; СДЕЛКИ С ИНТЕЛЕКТУАЛНА СОБСТВЕНОСТ; ТРАНСПОРТНА ДЕЙНОСТ - ВЪТРЕШЕН И МЕЖДУНАРОДЕН ТРАНСПОРТ НА ПЪТНИЦИ И ТОВАРИ; ПОКУПКА, СТРОЕЖ ИЛИ ОБЗАВЕЖДАНЕ НА НЕДВИЖИМИ ИМОТИ С ЦЕЛ ПРОДАЖБА, КАКТО И ВСЯКА ДРУГА ДЕЙНОСТ НЕЗАБРАНЕНА СЪС ЗАКОН ИЛИ СЛЕД СНАБДЯВАНЕ С ЛИЦЕНЗ ЗА СЪОТВЕТНИТЕ ДЕЙНОСТИ, ЗА КОИТО СЕ ИЗИСКВА ТАКЪВ.",,"{""4. Изписване на чужд език"": ""RADOST TRADE LTD"", ""7. Управители"": ""ХРИСТО ДИМИТРОВ КОСТОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ХРИСТО ДИМИТРОВ КОСТОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""102.26 €"", ""32. Внесен капитал"": ""102.26 €""}"
201880032,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=201880032,"""А ТРЕЙД 07"" ООД",21.08.2026г.,201880032,,А ТРЕЙД 07,Дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Бургас, Община: Приморско","гр. Китен, п.к. 8183",бул./ул. ул.КРАЙМОРСКА № 1,"ПОКУПКА НА СТОКИ ИЛИ ДРУГИ ВЕЩИ С ЦЕЛ ДА ГИ ПРЕПРОДАДЕ В ПЪРВОНАЧАЛЕН, ПРЕРАБОТЕН ИЛИ ОБРАБОТЕН ВИД; ПРОДАЖБА НА СТОКИ ОТ СОБСТВЕНО ПРОИЗВОДСТВО; ВНОС И ИЗНОС НА СТОКИ; ТЪРГОВСКО ПРЕДСТАВИТЕЛСТВО И ПОСРЕДНИЧЕСТВО; КОМИСИОННИ, СПЕДИЦИОННИ И ПРЕВОЗНИ СДЕЛКИ; СКЛАДОВИ СДЕЛКИ; ЛИЦЕНЗИОННИ СДЕЛКИ; СТОКОВ КОНТРОЛ; СДЕЛКИ С ИНТЕЛЕКТУАЛНА СОБСТВЕНОСТ; РЕСТОРАНТЬОРСТВО; ХОТЕЛИЕРСКИ, ТУРИСТИЧЕСКИ, РЕКЛАМНИ, ИНФОРМАЦИОННИ, ПРОГРАМНИ, ИМПРЕСАРСКИ ИЛИ ДРУГИ УСЛУГИ; ТУРОПЕРАТОРСКА ДЕЙНОСТ; ПОКУПКА, СТРОЕЖ ИЛИ ОБЗАВЕЖДАНЕ НА НЕДВИЖИМИ ИМОТИ С ЦЕЛ ПРОДАЖБА; ЛИЗИНГ.",,"{""4. Изписване на чужд език"": ""A TRADE 07 LTD"", ""7. Управители"": ""ГАЛИНА ФИЩУК, Държава: УКРАЙНА"", ""19. Съдружници"": ""ГАЛИНА ФИЩУК, Държава: УКРАЙНА, Размер на дяловото участие: 5.00 лв.\nПАВЛО ФИЩУК, Държава: УКРАЙНА, Размер на дяловото участие: 5.00 лв."", ""31. Размер"": ""5.11 €"", ""32. Внесен капитал"": ""5.11 €""}"
201880041,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=201880041,"""БАУЕН"" ЕООД",21.08.2026г.,201880041,,БАУЕН,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1618","р-н Красно село, ж.к. БЪКСТОН, бл. 31Б, ет. 3, ап. 11","ТЪРГОВИЯ НА ЕДРО И ДРЕБНО СЪС СТРОИТЕЛНИ МАТЕРИАЛИ И ИНСТРУМЕНТИ, ТЪРГОВСКО ПРЕДСТАВИТЕЛСТВО, ПОСРЕДНИЧЕСТВО И АГЕНТСТВО НА БЪЛГАРСКИ И ЧУЖДЕСТРАННИ ФИЗИЧЕСКИ И ЮРИДИЧЕСКИ ЛИЦА, КАКТО И ВСЯКАКВИ ДРУГИ СТОПАНСКИ ДЕЙНОСТИ И УСЛУГИ, НЕЗАБРАНЕНИ СЪС ЗАКОН.",,"{""4. Изписване на чужд език"": ""BAUEN GMBH"", ""7. Управители"": ""ИВАЙЛО ДЕЛЧЕВ ПАНЕВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ИВАЙЛО ДЕЛЧЕВ ПАНЕВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""255.65 €"", ""32. Внесен капитал"": ""255.65 €""}"
201880057,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=201880057,"ЕТ ""ИВАН КАЧА - БИНКА ДИМОВА"" - Заличен търговец/ЮЛНЦ",21.08.2026г.,,,,,,,,,,,"{""27. Заличаване на търговеца/ЮЛНЦ"": ""Заличен търговец/ЮЛНЦ""}"
207821884,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=207821884,"""ГАБРИЕЛ 10"" ЕООД",21.08.2026г.,207821884,,ГАБРИЕЛ 10,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Пловдив, Община: Пловдив","гр. Пловдив, п.к. 4003","р-н Северен, ж.к. МАРИЦА ГАРДЪНС, бл. 19А, ет. 6, ап. 21","СТОПАНИСВАНЕ И УПРАВЛЕНИЕ НА ДЕТСКИ КЛУБОВЕ, ДЕТСКИ ПЛОЩАДКИ, ПРОВЕЖДАНЕ НА ДЕТСКИ АНИМАЦИОННИ ПАРТИТА, ТЪРГОВИЯ НА ЕДРО И ДРЕБНО, ПОКУПКА НА СТОКИ И ДРУГИ ВЕЩИ С ЦЕЛ ПРОДАЖБА В ПЪРВОНАЧАЛЕН, ПРЕРАБОТЕН ИЛИ ОБРАБОТЕН ВИД, ТЪРГОВСКА ДЕЙНОСТ /ВКЛ. ВНОС И ИЗНОС/, СКЛАДОВА, РЕКЛАМНА, ИНФОРМАЦИОННА, ИЗДАТЕЛСКА ДЕЙНОСТ, СПЕДИТОРСКА ДЕЙНОСТ, ОТДАВАНЕ ПОД НАЕМ НА ДВИЖИМО И НЕДВИЖИМО ИМУЩЕСТВО, ТЪРГОВСКО ПРЕДСТАВИТЕЛСТВО И ПОСРЕДНИЧЕСТВО, ПРОИЗВОДСТВО, ИЗКУПУВАНЕ, ПРЕРАБОТКА, СЪХРАНЕНИЕ И РЕАЛИЗАЦИЯ НА ХРАНИТЕЛНИ И ПРОМИШЛЕНИ СТОКИ И ПРЕДМЕТИ ЗА БИТА, ТЪРГОВСКО ПРЕДСТАВИТЕЛСТВО И АГЕНТСТВО НА БЪЛГАРСКИ И ЧУЖДЕСТРАННИ ФИЗИЧЕСКИ И ЮРИДИЧЕСКИ ЛИЦА В СТРАНАТА И ЧУЖБИНА, КАКТО И ВСЯКА ДРУГА ДЕЙНОСТ, НЕЗАБРАНЕНА ОТ ЗАКОНА.",,"{""4. Изписване на чужд език"": ""GABRIEL 10"", ""7. Управители"": ""ВАЛЕНТИН ГЕНОВ ДОБРЕВСКИ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ВАЛЕНТИН ГЕНОВ ДОБРЕВСКИ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""5.11 €"", ""32. Внесен капитал"": ""5.11 €""}"
207499084,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=207499084,"""Джойн Форсис"" ЕООД",21.08.2026г.,207499084,,Джойн Форсис,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1434","р-н Витоша, ж.к. кв. Симеоново, бул./ул. Арх. Никола Лазаров № 2Б, вх. А, ет. 3, ап. 8 Адрес на електронна поща: alexisi.naumovski@gmail.com","Разработване на софтуер, програмиране и продажби на софтуер, софтуер консултиране, продажби на абонаменти услуги и други дейности, незабранени от закона.",,"{""4. Изписване на чужд език"": ""Join Forces Ltd"", ""7. Управители"": ""Александар Наумовски, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""Александар Наумовски, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""51.13 €"", ""32. Внесен капитал"": ""51.13 €""}"
207499091,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=207499091,"""АЛИ ВЕРАНДА"" ЕООД",21.08.2026г.,207499091,,АЛИ ВЕРАНДА,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Русе, Община: Сливо поле","с. Малко Враново, п.к. 7067",бул./ул. СЛАВЯНСКА № 7,"Строителни, строително-ремонтни и монтажни дейности и услуги, покупка на стоки или други вещи с цел да ги препродаде в първоначален, преработен или обработен вид, както и други дейности, незабранени от закона, а когато има регистрационен или разрешителен режим - след извършването на регистрацията, съответно - след получаване на съответното разрешение или лиценз.",,"{""4. Изписване на чужд език"": ""ALI VERANDA LTD"", ""7. Управители"": ""ГЮНЕР АЛИЕВ ЕБИБОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ГЮНЕР АЛИЕВ ЕБИБОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""51.13 €"", ""32. Внесен капитал"": ""51.13 €""}"
207499102,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=207499102,"""Уиз Бенг Саунд"" ЕООД",21.08.2026г.,207499102,,Уиз Бенг Саунд,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1000","р-н Средец, бул./ул. Витоша № 25, ет. 2","Пост-продукция (видеопродукция, аудиопродукция), звукови услуги, медийна продукция, звукови ефекти и друга незабранена от закона дейност.",,"{""4. Изписване на чужд език"": ""Whiz Bang Sound LTD"", ""7. Управители"": ""Стефан Иванов Ковачев, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""Стефан Иванов Ковачев, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""10.23 €"", ""32. Внесен капитал"": ""10.23 €""}"
204205848,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=204205848,"""Агена транс"" ООД",21.08.2026г.,204205848,,Агена транс,Дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Русе, Община: Русе","с. Червена вода, п.к. 7051","бул./ул. ул. ""Птицекомбинат"" № 3, вх. 1, ет. 2, ап. 3","Посредническа, комисионна и консултантска дейност, маркетинг, рекламна и издателска дейност, производство, изкупуване, преработка, съхранение и реализация на хранителни и промишлени стоки и предмети за бита, кетеринг, ресторантьорство и хотелиерство, търговско представителство и агентство на български и чуждeстранни физически и юридически лица в страната и чужбина, туристическа дейност - туроператорство и туристическо агентство, вътрешно и външно търговска дейност - внос или износ на стоки, транспортна дейност в страната и чужбина - превоз на пътници и товари, както и всички други сделки дейности и услуги, незабранени от закона.",,"{""4. Изписване на чужд език"": ""Agena trans Ltd"", ""5а. Адрес за кореспонденция с НАП на територията на страната"": ""Държава: БЪЛГАРИЯ\nОбласт: Русе, Община: Русе\nНаселено място: гр. Русе, п.к. 7000\nбул./ул. ул.Тетово № 4, бл. Сонекс, партер"", ""7. Управители"": ""ГЮЛТЕН РЕМЗИЕВА ОГНЯНОВА, Държава: БЪЛГАРИЯ\nХЮСЕИН АЙТАЧ АЙКАНАТ, Идентификация 080289, Държава: ТУРЦИЯ"", ""11. Начин на представляване"": ""по друг начин:\nЗАЕДНО И ПООТДЕЛНО"", ""19. Съдружници"": ""ГЮЛТЕН РЕМЗИЕВА ОГНЯНОВА, Държава: БЪЛГАРИЯ, Размер на дяловото участие: 1950.00 лв.\nХЮСЕИН АЙТАЧ АЙКАНАТ, Държава: ТУРЦИЯ, Размер на дяловото участие: 1950.00 лв."", ""31. Размер"": ""1994.04 €"", ""32. Внесен капитал"": ""1994.04 €""}"
204205855,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=204205855,"""ДАН ТЕКСТИЛ"" ЕООД",21.08.2026г.,204205855,,ДАН ТЕКСТИЛ,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Благоевград, Община: Благоевград","гр. Благоевград, п.к. 2700",бул./ул. ул. СВОБОДА № 1,"ПOKУПKA HA CTOKИ ИЛИ ДPУГИ BEЩИ C ЦEЛ ПPOДAЖБA B ПЪPBOHAЧAЛEH, ПPEPAБOTEH ИЛИ OБPAБOTEH BИД, УШИВАНЕ ДРЕХИ НА ИШЛЕМЕ; ПPOИЗBOДCTBO HA TEKCTИЛ И TEKCTИЛHИ ИЗДEЛИЯ И ПPOДAЖБATA ИM; TЪPГOBCKO ПPEДCTABИTEЛCTBO И ПOCPEДHИЧECTBO; KOMИCИOHHИ, CПEДИЦИOHHИ, TЪPГOBCKИ, CKЛAДOBИ И ЛИЦEHЗИOHHИ CДEЛKИ; PEKЛAMHИ, ПOCPEДHИЧECKИ, ИHФOPMAЦИOHHИ, ПPOГPAMHИ, ЛИЗИHГ, TЪPГOBИЯ HA EДPO И ДPEБHO B CTPAHATA И ЧУЖБИHA C BCИЧKИ BИДOBE CTOKИ И ИЗДEЛИЯ, C ИЗKЛЮЧEHИE HA ЗAБPAHEHИTE CЪC ЗAKOH И ПOДЗAKOHOBИ HOPMATИBHИ AKTOBE; TPAHCПOPTHИ УCЛУГИ B CTPAHATA И ЧУЖБИHA; OTДABAHE HA BEЩИ ПOД HAEM; ПOKУПKA, KAKTO И BCЯKAKBИ ДPУГИ ДEЙHOCTИ И УCЛУГИ, HEЗAБPAHEHИ CЪC ЗAKOH.",,"{""4. Изписване на чужд език"": ""DAN TEXTILE"", ""5а. Адрес за кореспонденция с НАП на територията на страната"": ""Държава: БЪЛГАРИЯ\nОбласт: София (столица), Община: Столична\nНаселено място: гр. София, п.к. 1700\nр-н Витоша\nбул./ул. КОМПЛЕКС ГРАДИНА, бл. 12, ет. 1, ап. 1"", ""7. Управители"": ""ЛЮБОМИР КИРИЛОВ ЕВДОКИЕВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ЛЮБОМИР КИРИЛОВ ЕВДОКИЕВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""102.26 €"", ""32. Внесен капитал"": ""102.26 €""}"
200355188,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=200355188,"""ГИДО - ИНВЕСТ"" ЕООД",21.08.2026г.,200355188,,ГИДО - ИНВЕСТ,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Пазарджик, Община: Пещера","гр. Пещера, п.к. 4550",бул./ул. ул. Георги Кьосеиванов № 23,"СТРОЕЖ ИЛИ ОБЗАВЕЖДАНЕ НА НЕДВИЖИМИ ИМОТИ С ЦЕЛ НА ПРОДАЖБА, РЕСТАВРАЦИЯ НА СЪЩЕСТВУВАЩИ СГРАДИ ИНВЕСТИЦИЯ, ПРОИЗВОДСТВО НА ОБУВКИ, ТЪРГОВИЯ НА ДРЕБНО И ЕДРО С ОБУВКИ, ТЪРГОВИЯ НА ЕДРО И ДРЕБНО С ХРАНИТЕЛНИ И ПРОМИШЛЕНИ СТОКИ В СТРАНАТА И ЧУЖБИНА; ПОКУПКА НА СТОКИ ИЛИ ДРУГИ ВЕЩИ С ЦЕЛ ДА ГИ ПРЕПРОДАДЕ В ПЪРВОНАЧАЛЕН, ПРЕРАБОТЕН ИЛИ ОБРАБОТЕН ВИД; ПРОДАЖБА НА СТОКИ ОТ СОБСТВЕНО ПРОИЗВОДСТВО; СКЛАДОВИ СДЕЛКИ; ЛИЦЕНЗИОННИ СДЕЛКИ; СТОКОВ КОНТРОЛ; СДЕЛКИ С ИНТЕЛЕКТУАЛНА СОБСТВЕНОСТ; ХОТЕЛИЕРСКИ, ТУРИСТИЧЕСКИ, РЕКЛАМНИ, ИНФОРМАЦИОННИ, ПРОГРАМНИ ИЛИ ДРУГИ УСЛУГИ, ПОКУПКА, И ВСЯКА ДРУГА ДЕЙНОСТ, КОЯТО НЕ ПРОТИВОРЕЧИ НА ЗАКОНА.",,"{""4. Изписване на чужд език"": ""GIDO - INVEST"", ""6а. Основна дейност по НКИД"": ""Група по НКИД: 4521\nКлас по НКИД: ОБЩО СТРОИТЕЛСТВО НА СГРАДИ И СТРОИТЕЛНИ СЪОРЪЖЕНИЯ"", ""7. Управители"": ""ЯКОВ СТОИЛОВ ДЖАРОВ"", ""23. Едноличен собственик на капитала"": ""Яков Стоилов Джаров, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""2556.46 €"", ""32. Внесен капитал"": ""2556.46 €""}"
207079970,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=207079970,"""Виджи Верна"" ЕООД",21.08.2026г.,207079970,,Виджи Верна,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Стара Загора, Община: Стара Загора","с. Малка Верея, п.к. 6045",бул./ул. местност Телки тепе № ПИ 049071,"Покупко – продажба на стоки или други вещи с цел продажба в първоначален, преработен или обработен вид, продажба на стоки от собствено производство, търговско представителство и посредничество, консултантски услуги, строителство, хотелиерски и туристически услуги, ресторантьорство, транспортна дейност, рекламни и информационни сделки, външноикономически сделки, както и извършването на всяка друга търговска сделка или дейност, която не е забранена със закон, а когато се изисква лиценз или е въведен разрешителен режим – след издаване на съответния лиценз или разрешение.",,"{""4. Изписване на чужд език"": ""\""Vici Verna\"" Ltd"", ""7. Управители"": ""ВИЖДАН ЕМИН ДЖЕЙЛАН, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ВИЖДАН ЕМИН ДЖЕЙЛАН, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""28.12 €"", ""32. Внесен капитал"": ""28.12 €""}"
207079988,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=207079988,"""ВЕСИ АРТ"" ЕООД",21.08.2026г.,207079988,,ВЕСИ АРТ,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Смолян, Община: Рудозем","гр. Рудозем, п.к. 4960","бул./ул. бул. ""България"" № 2, ет. -1 Телефон: 0878778577, Адрес на електронна поща: vesi.7703@abv.bg","Фризьорски и козметични услуги, маникюр, педикюр, ноктопластика, епилация и масаж; както и организиране на курсове и обучения в тази област; дейности, свързани с поддържане на добро физическо състояние – парни бани, сауни, солариуми, фитнес центрове; търговия на едро и дребно в страната и чужбина с всякакви стоки и вещи с цел продажба, включително продажба на стоки от собствено производство; търговско представителство и посредничество на местни и чуждестранни лица, отдаване под наем на недвижими и движими активи, внос, износ на стоки; вътрешен и международен транспорт; комисионни, спедиционни и превозни сделки, складови сделки; туристически, информационни, импресарски и счетоводни услуги, както и всички дейности и услуги в страната и чужбина, не забранени със закон, след получаване на съответния разрешение /лиценз/ от компетентните органи.",,"{""4. Изписване на чужд език"": ""VESI ART"", ""5а. Адрес за кореспонденция с НАП на територията на страната"": ""Държава: БЪЛГАРИЯ\nОбласт: Смолян, Община: Рудозем\nНаселено място: гр. Рудозем, п.к. 4960\nбул./ул. бул. \""България\"" № 2, ет. -1"", ""7. Управители"": ""ВЕСКА АТАНАСОВА ЖУРНАЛОВА, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ВЕСКА АТАНАСОВА ЖУРНАЛОВА, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""1.02 €"", ""32. Внесен капитал"": ""1.02 €""}"
207079995,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=207079995,"""А УИНТЪР КЛУБ"" ЕООД",21.08.2026г.,207079995,,А УИНТЪР КЛУБ,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Благоевград, Община: Банско","гр. Банско, п.к. 2770","бул./ул. ул. ""Питу Гули"" № 9","Туроператорска и турагентска дейност, транспортна и спедиторска сделки в страната и чужбина, таксиметрова дейност, ремонт и поддръжка на автомобили, Продажба на зимни стоки и услуги, наем и продажби на ски комплекти, зимни и спортни принадлежности, търговия с всякакви стоки, търговско представителство и посредничество; комисионни, складови и всякакви други сделки и услуги, които не са забранени със закон, след спазване на определения лицензионен режим.",,"{""4. Изписване на чужд език"": ""A WINTER CLUB Ltd"", ""7. Управители"": ""БОРИС ХРИСТОВ КАЛЕНИЦОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""БОРИС ХРИСТОВ КАЛЕНИЦОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""1.02 €"", ""32. Внесен капитал"": ""1.02 €""}"
207080008,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=207080008,"""ВАЛКИРИЯ 2022"" ЕООД",21.08.2026г.,207080008,,ВАЛКИРИЯ 2022,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Пловдив, Община: Пловдив","гр. Пловдив, п.к. 4002","р-н Западен, бул./ул. Равнища № 19, ет. 2, ап. 4","Производство на мебели, търговия в страната и в чужбина с всякакъв вид стоки, както и всяка друга дейност, незабранена от закона.",,"{""4. Изписване на чужд език"": ""VALKIRIA 2022 Ltd."", ""7. Управители"": ""АТАНАС ДИМИТРОВ ВЪЛЧАНОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""АТАНАС ДИМИТРОВ ВЪЛЧАНОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""102.26 €"", ""32. Внесен капитал"": ""102.26 €""}"
205574855,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=205574855,"""ЗА БЕБО 1212"" ЕООД",21.08.2026г.,205574855,,ЗА БЕБО 1212,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1360","р-н Люлин, ж.к. Люлин, бл. 122, вх. В, ет. 13, ап. 162","покупко-продажба на стоки или други вещи с цел препродажба в първоначален, преработен или обработен вид; доставяне на интернет услуги; продажба на стоки за деца по интернет/онлайн продажби/; сключване на договори от разстояние и договори извън търговския обект съгласно Закона за електронната търговия, търговски операции и продажба на стоки по електронен път, търговско представителство и посредничество; хотелиерство и ресторантьорство; строителна дейност; лизинг; разкриване и експлоатация на търговски обекти и продажба на акцизни стоки, туроператорски и турагентски услуги. други дейности и услуги, незабранени от закона",,"{""4. Изписване на чужд език"": ""ZA BEBO 1212 LTD"", ""5а. Адрес за кореспонденция с НАП на територията на страната"": ""Държава: БЪЛГАРИЯ\nОбласт: София (столица), Община: Столична\nНаселено място: гр. София, п.к. 1360\nр-н Люлин\nж.к. Люлин, бл. 122, вх. В, ет. 13, ап. 162"", ""7. Управители"": ""ХРИСТОФОР ЙОРДАНОВ ЙОРДАНОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ХРИСТОФОР ЙОРДАНОВ ЙОРДАНОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""1.02 €"", ""32. Внесен капитал"": ""1.02 €""}"
205574862,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=205574862,"""А ФЕШЪН 2019"" ЕООД",21.08.2026г.,205574862,,А ФЕШЪН 2019,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1233","р-н Сердика, ж.к. Банишора, бул./ул. ул. Враня № 65, ап. 14","Търговия на дребно с всякакви стоки, вкл. облекло, аксесоари и сувенири, моден дизайн, покупка на стоки или други вещи с цел препродажба в първоначален, преработен или обработен вид, продажба на стоки от собствено производство, хотелиерство и ресторантьорство, всякакви услуги в сферата на туризма, фризьорски и козметични услуги, дизайн, търговско представителство или посредничество, комисионни, спедиционни, складови или лизингови сделки, хотелиерски, рекламни, информационни, програмни, импресарски и други услуги, покупка, онлайн търговия, както и всяка друга дейност, незабранена със закон, като дейностите, за които се изисква лиценз или разрешение се извършват единствено след получаването им.",,"{""4. Изписване на чужд език"": ""A FASHION 2019 Ltd."", ""7. Управители"": ""АНА ТИНЧОВА ПОПОВА, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""АНА ТИНЧОВА ПОПОВА, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""5.11 €"", ""32. Внесен капитал"": ""5.11 €""}"
